objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
16177,8e3591c1-2ae9-4b63-8728-5baf50b66b6b,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,VETH,No,,,,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16178,862c0562-adca-4073-a845-7303d22512e1,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,CIVU,No,,,,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16179,731e12cd-5727-4ad8-8fb5-5c88386908f7,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,MIGU,No,,,,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16180,5a61812f-f6de-46d5-8602-01f92e853ebb,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,SAEX,No,,,,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16181,6a058d1c-c44b-4520-8f18-1cadb0b555f6,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,URDI,No,,,,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16182,34ca27fb-2706-4f1d-b9dc-a60ae46031bc,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,JUNCUXXXX,No,01,JUNCU_01,NV-NCD-RW-23570_2024-08-03_JUNCU_01,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16183,de3b01f8-39a7-4751-bef2-6a007ca021e5,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,JUNCUXXXX,No,02,JUNCU_02,NV-NCD-RW-23570_2024-08-03_JUNCU_02,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16184,b51dfa45-d86f-4034-b908-d1746cb304f5,NV-NCD-RW-23570_2024-08-03,NV_01_CALIBRATION_2024-08-19_1,POACEAXXXX,No,06,POACEA_06,NV-NCD-RW-23570_2024-08-03_POACEA_06,1,e356780e-9b95-4f24-b014-bf0bd281dca3,8/19/2024 10:08:55 PM,mhamptonpdx,8/19/2024 10:08:55 PM,mhamptonpdx
16185,bc949c9d-6142-41a8-b7c0-5808aa2225bf,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAGE2,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:49 PM,kmartin@blm.gov_BLM_EGIS
16186,eeaec893-b54b-40df-94ea-603b0f0cec81,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,CAVA3,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:51 PM,kmartin@blm.gov_BLM_EGIS
16187,722fec8e-e8cd-4df6-87b4-2fbe0b08f77f,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SALUL,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:52 PM,kmartin@blm.gov_BLM_EGIS
16188,9340eea5-ab31-4f90-b7b1-3d032e070caf,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ROWO,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:54 PM,kmartin@blm.gov_BLM_EGIS
16189,2bacea22-31bd-4fad-b412-e65edcdd1029,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAEX,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:56 PM,kmartin@blm.gov_BLM_EGIS
